id,token_symbol,timestamp,ua_token_amount,odos_usdc_return,profit_amount,profit_percentage,input_usdc_amount
2476009,uLINK,2025-03-16 21:30:13.861516+00,73810000000000000000,1002.332988,2.332988,0.2332988000,1000.000000
2476016,uLINK,2025-03-16 21:30:34.415697+00,73850000000000000000,1002.846394,2.846394,0.2846394000,1000.000000
2476026,uLINK,2025-03-16 21:30:53.670731+00,73910000000000000000,1004.508517,4.508517,0.4508517000,1000.000000
2476036,uLINK,2025-03-16 21:31:14.679625+00,73950000000000000000,1003.731482,3.731482,0.3731482000,1000.000000
2476045,uLINK,2025-03-16 21:31:34.664091+00,74020000000000000000,1004.105209,4.105209,0.4105209000,1000.000000
2476054,uLINK,2025-03-16 21:31:53.691275+00,74040000000000000000,1004.294593,4.294593,0.4294593000,1000.000000
2476065,uLINK,2025-03-16 21:32:14.552437+00,74040000000000000000,1004.122164,4.122164,0.4122164000,1000.000000
2476074,uLINK,2025-03-16 21:32:33.599435+00,73990000000000000000,1003.444727,3.444727,0.3444727000,1000.000000
2476084,uLINK,2025-03-16 21:32:53.754205+00,73960000000000000000,1003.040242,3.040242,0.3040242000,1000.000000
2476092,uLINK,2025-03-16 21:33:10.989617+00,73950000000000000000,1003.431192,3.431192,0.3431192000,1000.000000
2476103,uLINK,2025-03-16 21:33:31.202112+00,74030000000000000000,1004.48106,4.48106,0.448106000,1000.000000
2476114,uLINK,2025-03-16 21:33:54.751523+00,74050000000000000000,1004.352004,4.352004,0.4352004000,1000.000000
2476135,uLINK,2025-03-16 21:34:33.662629+00,74080000000000000000,1004.046391,4.046391,0.4046391000,1000.000000
2476145,uLINK,2025-03-16 21:34:51.070403+00,74090000000000000000,1003.520254,3.520254,0.3520254000,1000.000000
2476153,uLINK,2025-03-16 21:35:14.507337+00,74130000000000000000,1004.054993,4.054993,0.4054993000,1000.000000
2476190,uLINK,2025-03-16 21:36:31.213643+00,74040000000000000000,1002.879275,2.879275,0.2879275000,1000.000000
2476206,uLINK,2025-03-16 21:37:14.70339+00,74120000000000000000,1003.452146,3.452146,0.3452146000,1000.000000
2476246,uLINK,2025-03-16 21:38:33.671403+00,74180000000000000000,1003.496305,3.496305,0.3496305000,1000.000000
2476265,uLINK,2025-03-16 21:39:10.56361+00,74210000000000000000,1004.211368,4.211368,0.4211368000,1000.000000
2476276,uLINK,2025-03-16 21:39:33.882669+00,74150000000000000000,1003.184045,3.184045,0.3184045000,1000.000000
2476287,uLINK,2025-03-16 21:39:50.561077+00,74170000000000000000,1003.642398,3.642398,0.3642398000,1000.000000
2476296,uLINK,2025-03-16 21:40:13.611082+00,74190000000000000000,1003.889275,3.889275,0.3889275000,1000.000000
2476307,uLINK,2025-03-16 21:40:34.32643+00,74200000000000000000,1003.943356,3.943356,0.3943356000,1000.000000
2476317,uLINK,2025-03-16 21:40:50.843767+00,74120000000000000000,1003.016913,3.016913,0.3016913000,1000.000000
