id,token_symbol,timestamp,ua_token_amount,odos_usdc_return,profit_amount,profit_percentage,input_usdc_amount
2491105,uAPT,2025-03-17 06:36:58.320222+00,188580000000000000000,985.808922,-14.191078,-1.4191078000,1000.000000
2491117,uAPT,2025-03-17 06:38:30.587477+00,188580000000000000000,985.659875,-14.340125,-1.4340125000,1000.000000
2491123,uAPT,2025-03-17 06:38:49.520944+00,188224000000000000000,984.413021,-15.586979,-1.5586979000,1000.000000
2491133,uAPT,2025-03-17 06:39:07.946387+00,188224000000000000000,984.893258,-15.106742,-1.5106742000,1000.000000
2491148,uAPT,2025-03-17 06:39:49.970857+00,188224000000000000000,985.457608,-14.542392,-1.4542392000,1000.000000
2491157,uAPT,2025-03-17 06:40:09.767702+00,188224000000000000000,985.723047,-14.276953,-1.4276953000,1000.000000
2491175,uAPT,2025-03-17 06:40:50.815977+00,188224000000000000000,985.465254,-14.534746,-1.4534746000,1000.000000
2491185,uAPT,2025-03-17 06:41:29.507046+00,188224000000000000000,985.895539,-14.104461,-1.4104461000,1000.000000
2491193,uAPT,2025-03-17 06:41:50.678064+00,188580000000000000000,987.626896,-12.373104,-1.2373104000,1000.000000
2491206,uAPT,2025-03-17 06:42:29.656333+00,187869000000000000000,983.961966,-16.038034,-1.6038034000,1000.000000
2491233,uAPT,2025-03-17 06:43:50.469108+00,187869000000000000000,985.216804,-14.783196,-1.4783196000,1000.000000
2490056,uBTC,2025-03-17 05:44:36.607021+00,11960640000000000,995.141403,-4.858597,-0.4858597000,1000.000000
2490064,uBTC,2025-03-17 05:44:56.335077+00,11961450000000000,995.220526,-4.779474,-0.4779474000,1000.000000
2490072,uBTC,2025-03-17 05:45:16.294078+00,11961570000000000,995.268278,-4.731722,-0.4731722000,1000.000000
2490082,uBTC,2025-03-17 05:45:36.520204+00,11959110000000000,995.015936,-4.984064,-0.4984064000,1000.000000
2490101,uBTC,2025-03-17 05:46:16.448466+00,11961080000000000,995.096738,-4.903262,-0.4903262000,1000.000000
2490109,uBTC,2025-03-17 05:46:36.410087+00,11966040000000000,995.651705,-4.348295,-0.4348295000,1000.000000
2490128,uBTC,2025-03-17 05:46:56.511185+00,11967740000000000,995.48242,-4.51758,-0.451758000,1000.000000
2490162,uBTC,2025-03-17 05:48:16.156016+00,11968940000000000,995.44498,-4.55502,-0.455502000,1000.000000
2490171,uBTC,2025-03-17 05:48:36.52311+00,11973420000000000,995.806118,-4.193882,-0.4193882000,1000.000000
2490179,uBTC,2025-03-17 05:48:56.383053+00,11970610000000000,995.360106,-4.639894,-0.4639894000,1000.000000
2490198,uBTC,2025-03-17 05:49:35.474306+00,11970010000000000,995.247382,-4.752618,-0.4752618000,1000.000000
2490208,uBTC,2025-03-17 05:49:55.442142+00,11968040000000000,995.085204,-4.914796,-0.4914796000,1000.000000
2490216,uBTC,2025-03-17 05:50:16.449903+00,11964210000000000,994.837359,-5.162641,-0.5162641000,1000.000000
2490222,uBTC,2025-03-17 05:50:36.361644+00,11958770000000000,994.40241,-5.59759,-0.559759000,1000.000000
2490232,uBTC,2025-03-17 05:50:56.614586+00,11964710000000000,995.229865,-4.770135,-0.4770135000,1000.000000
2490257,uBTC,2025-03-17 05:51:56.472417+00,11969170000000000,995.441878,-4.558122,-0.4558122000,1000.000000
2490282,uBTC,2025-03-17 05:52:56.490196+00,11972750000000000,995.449124,-4.550876,-0.4550876000,1000.000000
2490306,uBTC,2025-03-17 05:53:56.273345+00,11973330000000000,995.247216,-4.752784,-0.4752784000,1000.000000
2490314,uBTC,2025-03-17 05:54:16.290761+00,11974400000000000,995.326116,-4.673884,-0.4673884000,1000.000000
2490321,uBTC,2025-03-17 05:54:36.444407+00,11970650000000000,995.028727,-4.971273,-0.4971273000,1000.000000
2490332,uBTC,2025-03-17 05:54:55.872126+00,11971170000000000,995.102876,-4.897124,-0.4897124000,1000.000000
2490340,uBTC,2025-03-17 05:55:16.370324+00,11971230000000000,995.107862,-4.892138,-0.4892138000,1000.000000
2490355,uBTC,2025-03-17 05:55:56.380968+00,11973990000000000,995.336055,-4.663945,-0.4663945000,1000.000000
2490364,uBTC,2025-03-17 05:56:14.254656+00,11970250000000000,995.016414,-4.983586,-0.4983586000,1000.000000
2490399,uBTC,2025-03-17 05:57:36.371601+00,11975620000000000,995.461694,-4.538306,-0.4538306000,1000.000000
2490410,uBTC,2025-03-17 05:57:56.474765+00,11976290000000000,995.53041,-4.46959,-0.446959000,1000.000000
2490425,uBTC,2025-03-17 05:58:36.354412+00,11976150000000000,995.540037,-4.459963,-0.4459963000,1000.000000
2490434,uBTC,2025-03-17 05:58:55.355504+00,11976150000000000,995.25179,-4.74821,-0.474821000,1000.000000
2490443,uBTC,2025-03-17 05:59:15.362087+00,11974930000000000,995.15638,-4.84362,-0.484362000,1000.000000
2490454,uBTC,2025-03-17 05:59:36.07271+00,11977860000000000,995.393849,-4.606151,-0.4606151000,1000.000000
2490464,uBTC,2025-03-17 05:59:56.441526+00,11980920000000000,995.648058,-4.351942,-0.4351942000,1000.000000
2490473,uBTC,2025-03-17 06:00:16.383768+00,11981500000000000,995.541332,-4.458668,-0.4458668000,1000.000000
